Timestamp (us),Percentage (%),Power (dBm)
19164001,100.000000,-44.000000
20164022,100.000000,-44.000000
21163124,100.000000,-44.000000
22165108,100.000000,-44.000000
23163938,100.000000,-45.000000
24164116,100.000000,-45.000000
25163646,100.000000,-45.000000
26163137,100.000000,-45.000000
