Timestamp (us),String
19141499,2.2368,2.2367,2.2358,2.2182,2.2223,2.2327,2.2297,2.2313 
19151449,2.2371,2.2370,2.2362,2.2187,2.2230,2.2333,2.2302,2.2322 
19161563,2.2377,2.2373,2.2364,2.2189,2.2234,2.2333,2.2303,2.2322 
19171601,2.2376,2.2375,2.2365,2.2190,2.2233,2.2334,2.2304,2.2323 
19181698,2.2377,2.2376,2.2365,2.2191,2.2235,2.2334,2.2304,2.2325 
19191725,2.2378,2.2374,2.2365,2.2189,2.2233,2.2336,2.2303,2.2325 
19201800,2.2376,2.2376,2.2363,2.2191,2.2234,2.2332,2.2303,2.2325 
19211850,2.2376,2.2375,2.2364,2.2191,2.2234,2.2333,2.2303,2.2325 
19221894,2.2373,2.2376,2.2365,2.2188,2.2231,2.2334,2.2305,2.2323 
19231963,2.2374,2.2376,2.2364,2.2192,2.2234,2.2336,2.2306,2.2323 
19242005,2.2376,2.2373,2.2364,2.2191,2.2237,2.2336,2.2304,2.2329 
19252089,2.2377,2.2375,2.2364,2.2192,2.2235,2.2335,2.2306,2.2325 
19262142,2.2376,2.2375,2.2364,2.2191,2.2235,2.2335,2.2304,2.2325 
19272176,2.2378,2.2376,2.2368,2.2192,2.2236,2.2337,2.2307,2.2327 
19282203,2.2379,2.2376,2.2367,2.2193,2.2238,2.2339,2.2307,2.2330 
19292285,2.2377,2.2378,2.2368,2.2191,2.2235,2.2337,2.2308,2.2325 
19302309,2.2375,2.2377,2.2367,2.2191,2.2234,2.2338,2.2310,2.2329 
19312392,2.2376,2.2373,2.2364,2.2190,2.2233,2.2335,2.2305,2.2325 
19322304,2.2374,2.2371,2.2360,2.2187,2.2230,2.2329,2.2300,2.2322 
19332417,2.2373,2.2372,2.2363,2.2186,2.2230,2.2330,2.2301,2.2320 
19342560,2.2372,2.2371,2.2357,2.2185,2.2228,2.2330,2.2299,2.2319 
19352630,2.2375,2.2373,2.2362,2.2186,2.2230,2.2329,2.2299,2.2322 
19362689,2.2379,2.2372,2.2364,2.2192,2.2237,2.2337,2.2307,2.2327 
19372742,2.2377,2.2375,2.2364,2.2193,2.2235,2.2337,2.2306,2.2326 
19382730,2.2375,2.2372,2.2363,2.2190,2.2234,2.2333,2.2304,2.2326 
19392829,2.2376,2.2373,2.2363,2.2192,2.2236,2.2336,2.2306,2.2327 
19402841,2.2377,2.2376,2.2365,2.2190,2.2237,2.2334,2.2304,2.2327 
19412921,2.2376,2.2373,2.2363,2.2191,2.2236,2.2334,2.2305,2.2324 
19422973,2.2372,2.2374,2.2362,2.2188,2.2229,2.2329,2.2302,2.2319 
19432994,2.2376,2.2377,2.2368,2.2190,2.2235,2.2336,2.2306,2.2325 
19443049,2.2377,2.2375,2.2364,2.2190,2.2232,2.2335,2.2304,2.2323 
19453119,2.2374,2.2375,2.2362,2.2190,2.2231,2.2331,2.2302,2.2321 
19463113,2.2373,2.2369,2.2362,2.2186,2.2231,2.2332,2.2303,2.2321 
19473206,2.2376,2.2377,2.2367,2.2190,2.2234,2.2336,2.2307,2.2325 
19483273,2.2375,2.2375,2.2363,2.2190,2.2232,2.2334,2.2303,2.2325 
19493300,2.2377,2.2378,2.2365,2.2191,2.2235,2.2333,2.2304,2.2324 
19503389,2.2375,2.2375,2.2365,2.2190,2.2232,2.2337,2.2305,2.2325 
19513494,2.2376,2.2374,2.2366,2.2192,2.2234,2.2335,2.2304,2.2323 
19523491,2.2375,2.2376,2.2365,2.2191,2.2233,2.2336,2.2305,2.2326 
19533583,2.2379,2.2376,2.2365,2.2192,2.2235,2.2336,2.2305,2.2325 
19543569,2.2377,2.2374,2.2365,2.2190,2.2234,2.2334,2.2305,2.2326 
19563694,2.2370,2.2370,2.2359,2.2184,2.2228,2.2329,2.2298,2.2319 
19573599,2.2370,2.2371,2.2360,2.2184,2.2230,2.2330,2.2300,2.2319 
19583806,2.2376,2.2374,2.2361,2.2187,2.2231,2.2331,2.2301,2.2319 
19593906,2.2370,2.2371,2.2359,2.2185,2.2227,2.2327,2.2298,2.2320 
19603789,2.2370,2.2369,2.2359,2.2185,2.2230,2.2328,2.2300,2.2320 
19613981,2.2376,2.2375,2.2367,2.2190,2.2235,2.2335,2.2305,2.2326 
19624062,2.2377,2.2373,2.2365,2.2191,2.2236,2.2334,2.2305,2.2326 
19634095,2.2379,2.2375,2.2364,2.2190,2.2234,2.2334,2.2304,2.2324 
19644145,2.2374,2.2373,2.2364,2.2190,2.2234,2.2333,2.2303,2.2325 
19654201,2.2376,2.2373,2.2365,2.2190,2.2234,2.2335,2.2305,2.2325 
19664253,2.2374,2.2372,2.2361,2.2189,2.2229,2.2331,2.2302,2.2321 
19674317,2.2374,2.2374,2.2365,2.2187,2.2232,2.2333,2.2304,2.2322 
19684375,2.2376,2.2376,2.2364,2.2189,2.2232,2.2334,2.2303,2.2324 
19694368,2.2380,2.2375,2.2366,2.2191,2.2237,2.2337,2.2308,2.2328 
19704504,2.2378,2.2375,2.2365,2.2191,2.2236,2.2336,2.2305,2.2326 
19714536,2.2374,2.2372,2.2363,2.2189,2.2237,2.2334,2.2303,2.2326 
19724603,2.2375,2.2374,2.2363,2.2187,2.2233,2.2335,2.2303,2.2323 
19734686,2.2375,2.2375,2.2366,2.2193,2.2234,2.2337,2.2306,2.2326 
19744658,2.2374,2.2371,2.2358,2.2190,2.2233,2.2332,2.2299,2.2323 
19754739,2.2376,2.2374,2.2364,2.2189,2.2230,2.2331,2.2303,2.2323 
19764813,2.2376,2.2375,2.2363,2.2189,2.2232,2.2334,2.2304,2.2323 
19774885,2.2375,2.2374,2.2365,2.2192,2.2236,2.2335,2.2305,2.2327 
19784897,2.2375,2.2372,2.2365,2.2190,2.2235,2.2334,2.2304,2.2324 
19794954,2.2377,2.2372,2.2365,2.2190,2.2235,2.2335,2.2307,2.2325 
19805022,2.2375,2.2372,2.2363,2.2189,2.2232,2.2333,2.2301,2.2323 
19815006,2.2377,2.2376,2.2366,2.2190,2.2234,2.2334,2.2305,2.2325 
19825158,2.2376,2.2375,2.2364,2.2189,2.2233,2.2334,2.2303,2.2325 
19835182,2.2372,2.2372,2.2360,2.2188,2.2232,2.2332,2.2302,2.2324 
19845301,2.2371,2.2370,2.2359,2.2185,2.2229,2.2328,2.2299,2.2319 
19855297,2.2372,2.2370,2.2363,2.2188,2.2234,2.2334,2.2303,2.2326 
19865404,2.2379,2.2376,2.2368,2.2193,2.2239,2.2337,2.2307,2.2328 
19875447,2.2371,2.2375,2.2361,2.2184,2.2227,2.2328,2.2299,2.2317 
19885438,2.2371,2.2371,2.2363,2.2187,2.2232,2.2333,2.2303,2.2322 
19895546,2.2376,2.2375,2.2366,2.2189,2.2235,2.2336,2.2305,2.2327 
19905571,2.2375,2.2375,2.2363,2.2188,2.2231,2.2333,2.2303,2.2323 
19915570,2.2374,2.2370,2.2361,2.2188,2.2230,2.2331,2.2303,2.2322 
19925752,2.2373,2.2368,2.2359,2.2183,2.2227,2.2327,2.2298,2.2317 
19935682,2.2373,2.2370,2.2363,2.2189,2.2232,2.2331,2.2303,2.2323 
19945776,2.2376,2.2375,2.2365,2.2191,2.2235,2.2335,2.2304,2.2326 
19955839,2.2375,2.2375,2.2365,2.2191,2.2233,2.2336,2.2307,2.2325 
19965915,2.2377,2.2374,2.2365,2.2191,2.2235,2.2337,2.2307,2.2326 
19975985,2.2376,2.2376,2.2367,2.2192,2.2237,2.2337,2.2307,2.2327 
19986037,2.2374,2.2373,2.2363,2.2188,2.2232,2.2334,2.2304,2.2325 
